Lattitude,Longitude,Season.planted,Grain.As,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Soil.As,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.pH,Soil.SOM,Soil.Clay,Humidity,Potential.Evaporation,Rainfall,Temperature,CO2_average
10.8236,105.9294,0,0.163939383,2980.942733,999.9301433,15.6646713,6.730528043,3.022522164,0.493927959,88.49550349,962.7498839,1700.008809,798.2281544,123.5917449,5.74,85776.71,377.63,1954.47,68.28,14833.14,3.82,7.28,33.19004299,81.1169,0.0045675,0.003,25.989255,418.945
10.9284,105.722,0,0.102254037,2890.328266,1082.909501,20.03631725,24.99571118,3.275142893,0.638225996,82.65658059,1957.260209,1899.908965,879.9879708,136.8534725,2.3,30932.26,318.73,742.66,36.71,6122.65,3.89,3.9,12.73617915,80.38151,0.0045325,0.003,26.0990375,418.945
10.807,105.4049,0,0.281261173,3129.102148,1161.113016,18.1298548,15.73385091,2.596342107,1.299258404,387.2448626,1211.318457,1730.338016,984.3981752,266.4669844,20.33,96619.7,539.26,2390.6,155.91,40354.41,3.76,17.29,38.772859,80.653335,0.004595,0.003,26.02683,418.945
10.6383,105.406,0,0.337068906,3117.574283,1136.461717,14.28733567,11.35456715,1.191376744,3.568583255,123.0302215,1959.225961,1195.591674,305.2104422,119.7155434,13.16,81722.71,486.85,464.27,206.47,31375.87,4.65,11.96,32.64041575,81.5550575,0.00406,0.003,25.92626,418.945
10.5967,105.5066,0,0.189506137,3083.2148,1171.704741,13.92563405,20.77739492,1.749153437,1.68378463,140.0603284,1608.466896,1315.380942,584.8363115,180.1543073,9.24,81924.31,384.05,652.78,202.46,31743.02,4.58,7.67,30.69693031,81.20948,0.004505,0.003,25.9848,418.945
10.509,105.6596,0,0.166802138,3000.923452,1126.631684,12.1562067,15.63403102,1.499426215,1.534377737,120.8417915,1509.534935,1378.726379,512.6624422,121.0270091,7.9,96790.54,278.12,1667.06,161.46,30127.84,4.31,7.41,33.99660034,82.1648375,0.0044725,0.003,25.856485,418.945
10.3837,105.6468,0,0.1519338,3203.328981,1249.261771,22.95317749,10.76662096,2.135347007,1.310569891,225.7766425,1177.913749,1995.505345,776.8098243,399.9693661,12.62,113755.07,455.27,2607.29,160.14,36540.89,4.0,17.68,32.44702119,82.910705,0.004475,0.003,25.796325,418.945
10.3365,105.6069,0,0.276956694,3589.302765,1077.976492,13.65753601,19.90077377,2.188518189,3.41565266,508.2223638,1317.17225,1018.273936,621.9927395,503.1012967,8.36,115102.5,369.93,1980.31,146.53,28233.0,3.8,12.09,34.82865421,83.2414225,0.0039575,0.003,25.765135,418.945
10.3803,105.1477,0,0.182293837,3599.640303,1375.395093,19.92223995,14.44301144,3.591094373,0.833145704,264.8325536,1677.308697,1334.069447,731.2818019,191.3098493,6.78,91387.57,353.71,2008.44,169.97,22075.96,3.65,12.09,34.58962311,82.09617,0.0046175,0.003,25.6948525,418.945
10.3718,105.1544,0,0.164724979,2914.283335,949.0730922,19.24080563,15.69029354,2.340029075,0.781077171,572.8249901,1481.109332,1194.844183,646.2920616,402.0685054,7.73,84983.15,410.22,1822.78,200.65,28161.45,4.07,14.56,29.6770323,81.8559475,0.0045125,0.003,25.8309625,418.945
10.4242,105.0079,0,0.14924961,3335.175518,950.8328346,17.47060629,5.277978868,2.616610408,0.403371944,109.4943195,1463.094427,1963.239673,912.412157,115.2860607,7.49,107651.07,421.25,2328.83,106.17,25608.18,3.51,11.05,72.75634619,82.3214825,0.0051425,0.003,25.5966125,418.945
10.4757,105.0215,0,0.111951951,3073.84573,898.0731435,20.50373583,13.23064923,0.905818229,0.797366224,240.631862,1447.71319,1076.745487,601.3304983,356.8462966,0.42,8829.0,77.64,856.78,64.89,2792.03,4.85,4.94,7.037185126,82.31819,0.0059225,0.003,25.4789325,418.945
10.6143,105.0205,0,0.225093269,3001.727842,938.2968801,17.08495179,50.61883101,2.110883153,0.365528672,198.2807389,2573.960356,863.9292495,771.5714305,184.2404351,0.39,8176.38,114.05,857.51,124.47,2648.55,4.75,3.64,4.799520048,78.44237,0.0046,0.0031775,25.7793125,418.945
10.6541,105.0502,0,0.258139197,3109.59213,1103.653092,10.99936442,23.02882145,1.742255366,0.649915583,109.7356069,1150.747751,1520.069392,434.2743295,159.4090333,11.33,93452.13,561.56,2804.44,101.34,30231.81,3.85,10.53,50.77461269,78.44237,0.0046,0.0031775,25.7793125,418.945
9.9038,105.151,0,0.290150287,3162.886994,1142.861513,11.17803581,23.65718685,1.76936457,1.555588226,223.8977614,1290.201016,1554.011824,332.7521152,613.5566624,9.22,61262.05,350.26,2093.84,121.24,24086.07,3.55,8.84,29.29121264,83.36735,0.0042775,0.004,25.78954,418.945
10.0426,105.2274,0,0.201839777,3040.804704,968.359721,11.85616034,17.4848752,1.12566598,1.159389449,365.4904081,1537.77914,966.1289488,378.6383874,218.2388938,6.39,76891.54,341.15,1749.05,189.01,26083.82,3.41,10.14,36.58536585,82.5238375,0.0044275,0.003,25.87451,418.945
10.0949,105.2805,0,0.181225709,2974.209136,975.7315149,25.73181731,0.500794505,2.447226919,0.539492862,233.6654492,1354.860658,1540.633854,2157.935743,167.3332158,7.03,92156.53,256.57,1986.43,250.07,25917.32,3.61,10.01,40.57971014,82.7038575,0.00432,0.003,25.75106,418.945
10.1897,105.3826,0,0.118312086,3214.08602,1113.168531,22.36902318,0.958866674,3.017905016,0.453081077,428.180737,1041.071826,1670.05144,1614.673869,237.3431278,5.45,78405.07,285.95,1739.51,174.93,21678.97,3.54,13.39,35.10595762,83.11288,0.0042075,0.003,25.7177375,418.945
10.0739,105.6583,0,0.26886043,2599.270125,782.6362849,17.59424419,3.669644771,1.768045481,0.815827636,267.4872308,1608.161954,1155.471823,995.5868511,257.1651246,6.33,80003.61,234.07,1917.45,254.4,22526.9,3.71,12.09,31.68415792,84.5322,0.0043125,0.003,25.6367175,418.945
16.2717,107.8723,0,0.294568953,2696.05852,837.0053032,22.39529161,3.225777626,5.786612602,0.474278428,174.1676648,1428.629477,1204.339023,1321.138393,371.749059,2.65,36772.48,323.3,1294.01,123.09,12502.51,3.79,6.435,5.938812238,84.6039975,0.0041275,0.00246,23.492425,420.1775
16.4199,107.5683,0,0.355124009,3304.610392,1203.359966,16.63831626,7.695080039,1.16946231,3.990745704,145.049578,1770.174691,1174.348778,620.4641103,579.7352485,9.95,80831.15,535.26,1484.31,289.13,40644.45,3.86,5.85,10.07596961,87.8878125,0.0038075,0.003,23.542355,420.1775
16.5056,107.4934,0,0.228017223,3089.511391,827.1059138,15.33996296,3.921588107,1.933204218,1.018262733,83.53980411,1518.21418,979.1860702,391.4156051,217.1542106,2.71,33439.63,280.57,1308.16,90.84,10761.38,3.94,4.68,11.13888611,87.819365,0.0036,0.003,23.3689725,420.1775
16.5964,107.3486,0,0.268370847,2725.193918,966.251174,14.46096961,1.721294138,3.170991087,2.535772431,194.4720111,1416.03883,1635.319866,665.5029324,336.9851296,6.75,79416.73,477.9,1625.57,161.06,22865.34,4.17,9.75,9.359064094,88.285515,0.0036625,0.003,23.5936,420.1775
16.9976,107.0542,0,0.256178659,3150.47241,940.3844781,15.84142288,1.049256374,0.612954597,1.199848086,125.5402356,1875.556398,696.6703162,488.5314391,457.1479486,3.63,39680.38,225.44,1291.07,113.48,17041.41,4.16,5.265,16.39836016,84.860765,0.0040225,0.002,23.17564,420.1775
16.6488,107.3033,0,0.32667526,3245.193118,900.0895614,17.39874032,9.410928962,1.589164152,2.254677631,208.6604576,953.293262,1202.434882,270.5378693,329.7078058,5.4,51206.41,339.66,1501.74,110.22,16336.06,4.15,7.995,8.497450765,88.285515,0.0036625,0.003,23.5936,420.1775
16.7899,107.1966,0,0.31935578,3491.109879,883.3869735,20.83946106,5.774518148,0.580175493,1.139466435,105.336956,1809.49583,738.5328746,494.1598423,318.1647967,5.53,49889.71,293.46,1357.76,298.07,26759.27,3.99,4.095,11.93880612,86.87991,0.0037975,0.002,23.1854625,420.1775
16.8213,107.1255,0,0.37288838,3456.469211,1061.773601,17.15197604,12.41103135,2.220645529,2.079371558,98.42847861,1662.2285,326.1245226,301.8325621,382.9399725,8.09,76435.47,366.17,1554.48,130.11,36747.5,4.12,7.215,21.91780822,87.4146875,0.0036325,0.002,23.1248,420.1775
16.9731,107.0765,0,0.299294566,2695.541437,907.8896047,9.508493749,8.626535385,1.712023334,1.661407868,113.7674612,944.4321202,1319.544014,179.4545296,412.6578406,8.11,76436.35,373.29,1610.85,128.42,36413.78,4.0,4.29,9.797060882,84.860765,0.0040225,0.002,23.17564,420.1775
17.5953,106.5266,0,0.251262676,2975.409887,791.5393965,14.17683722,19.8748953,0.629090578,0.790356354,748.932425,1697.716244,700.2760607,453.9580562,683.4481674,1.52,22065.48,165.02,1283.02,48.83,6747.81,4.32,5.46,9.218156369,86.1172375,0.00354,0.002,22.08977,420.1775
17.6885,106.4821,0,0.121069161,3059.37173,776.8066969,8.623632568,0.893642114,0.268960554,0.318671592,193.2911065,1994.286284,1125.09555,174.5729392,237.9490691,0.81,12881.16,136.71,1167.77,41.03,3566.26,4.83,2.925,6.278116565,80.3342775,0.003565,0.00136,21.9475825,420.1775
17.7407,106.4419,0,0.190916385,2581.881816,715.0436152,13.77632079,8.338427845,1.106293986,0.791441163,111.2853479,1093.272174,492.1820053,516.7942817,207.033954,2.99,22484.69,190.52,1281.69,72.95,16999.57,4.9,3.315,10.6357457,86.9199875,0.003565,0.001,21.9475825,420.1775
18.7377,105.7663,0,0.193885444,2991.075312,803.5127657,18.34110351,8.900255046,2.870446853,0.637586662,227.166409,524.2135069,1152.783355,420.5335035,420.398818,11.71,49111.51,309.67,1563.16,164.03,36845.91,4.39,1.755,16.99830017,82.6287325,0.0035125,0.00057,21.8850975,420.1775
18.0763,106.3312,0,0.255042796,2563.281098,850.7793861,9.102419698,1.972980009,2.676696299,0.616888261,143.0161359,1012.261705,1531.665414,271.1939576,313.4555887,0.81,5864.22,109.46,1004.88,78.71,2356.02,4.21,2.145,2.179128349,85.43763,0.00369,0.001,22.2519125,420.1775
18.1649,106.2829,0,0.181950306,2514.285494,913.8647305,22.16118189,3.446853459,2.845702565,0.810135162,102.8426352,857.4025164,1503.441553,1166.470006,277.1536589,10.77,47814.89,196.01,1272.62,262.04,32211.6,4.32,4.29,21.19788021,81.8093225,0.00369,0.000995,22.2519125,420.1775
18.2207,106.16,0,0.120484954,1890.23126,811.1286025,19.18132708,3.691704654,2.545878038,0.352505042,168.1735663,625.2886512,2005.518383,1352.492615,202.2987151,1.16,22975.91,139.78,1115.8,302.85,7246.89,3.75,5.265,7.535478713,84.80562,0.003665,0.001,22.28989,420.1775
18.3652,105.9669,0,0.451933693,3124.743144,787.7339446,11.00381396,10.37755695,0.532755616,3.38497686,170.3965425,2091.276935,749.6262105,172.9181717,525.6569269,9.38,46433.69,282.53,1383.18,79.04,29149.42,4.24,6.825,16.75329868,84.8809775,0.0037825,0.00144,21.87527,420.1775
18.403,105.9107,0,0.06245635,2018.24498,552.2231568,14.54632659,24.9647515,2.343447671,0.188594934,69.3593186,1032.434207,1163.18222,495.3545664,78.70354144,2.92,18137.01,186.33,791.94,56.76,6286.64,3.86,4.29,4.819518048,83.526665,0.0037325,0.001,21.7899975,420.1775
18.4409,105.7941,0,0.283543153,3143.295512,810.0870602,13.68524245,1.010764708,1.289311025,2.484334658,165.5954638,1852.210742,1119.657998,467.9561416,236.9764528,8.55,55397.97,418.7,1412.46,88.48,26111.4,3.7,9.75,14.87405038,82.9517825,0.00363,0.001,21.6839625,420.1775
19.1032,105.6014,0,0.373719968,3016.663001,780.4396656,16.97745996,1.732489112,0.642856323,4.707622521,84.33825938,1465.586517,608.4402493,391.9660305,130.0714152,8.37,57975.86,764.46,1374.74,368.13,30352.88,4.84,12.285,14.3942423,79.419665,0.0039975,0.00049,21.9989275,420.1775
19.1379,105.6342,0,0.45135636,2787.479298,604.1975972,16.88160424,5.712701928,0.913237954,3.815992885,109.3002602,1352.242913,492.9540827,366.0311535,94.56254802,11.05,75418.18,583.61,1262.97,678.46,40506.69,5.9,10.92,21.52,79.419665,0.0039975,0.00049,21.9989275,420.1775
19.1799,105.6704,0,0.29884253,3468.784718,737.8315109,21.06393062,3.333364181,3.629883625,2.063085412,135.6079498,1561.760298,622.2870946,930.7196989,189.5600865,16.28,119891.81,553.25,1217.89,1364.66,60156.0,5.17,11.115,33.38,78.8277,0.00424,0.000455,21.892285,420.1775
21.1414,105.4817,0,0.223059884,1887.368504,946.3732902,20.52168759,7.21020109,3.087294592,0.862633142,356.1641393,643.3566367,1512.932965,980.7749299,270.8310237,10.11,109940.63,324.18,1402.23,156.72,36649.33,4.45,12.09,31.52738904,80.7570425,0.0036025,0.002,23.7677925,420.16
21.1817,105.4411,0,0.303089075,2836.719206,761.1808287,16.90798995,0.739903056,2.82290749,4.187187463,186.2399417,1630.558729,1008.131918,826.1773949,262.5374752,11.35,75549.26,623.65,1116.17,300.14,44763.2,4.6,7.995,20.85582883,81.020205,0.0032875,0.002,23.88264,420.16
21.2322,105.3906,0,0.106945251,2954.30003,958.3608926,23.63116172,0.096041053,3.904686543,0.373781429,96.21566814,1299.51353,1099.354765,1573.002286,131.8286978,9.86,30049.68,350.99,963.57,147.08,26666.98,4.5,8.97,12.59874013,81.020205,0.0032875,0.002,23.88264,420.16
21.285,105.4014,0,0.182482593,2220.685791,844.4746597,20.36032844,2.889196018,3.300266792,0.971289254,252.105922,883.6281913,1309.233237,984.5102787,235.936173,12.46,88322.48,444.88,1097.52,184.6,41149.43,4.09,9.75,18.58513189,81.15707,0.0031525,0.002,23.9285175,420.16
21.3153,105.355,0,0.262797017,2553.838403,692.9548329,36.64717289,6.332121076,5.018185965,4.208870973,306.8010156,1455.816311,1353.300592,1526.282027,241.4358308,19.88,119159.02,916.68,2048.15,630.79,60121.46,4.67,7.995,27.52348591,81.15707,0.0031525,0.002,23.9285175,420.16
21.2961,105.295,0,0.246008895,2763.919194,649.9950841,32.0703211,2.795022902,2.886827938,2.170344181,141.9382573,1662.508566,1686.042119,1566.674237,167.7167767,11.78,77676.42,850.57,1020.17,801.62,39574.57,5.3,2.145,17.68,81.83125,0.0032925,0.002,23.6121325,420.16
21.4175,105.5206,0,0.28023067,3699.945532,875.9187435,21.88879894,45.49910065,2.123343592,2.940739267,242.5477918,1210.187627,1128.251766,616.1332368,180.8379124,17.37,119392.09,744.85,981.6,345.91,37809.13,4.45,4.875,21.35786421,80.76487,0.003725,0.002,23.8040475,420.16
21.4053,105.6081,0,0.140671077,3606.061797,1079.490365,28.74926996,10.84682233,3.271156887,2.285811476,998.5199781,1767.376942,1736.650584,1213.024777,550.955298,10.98,56792.86,659.27,1134.9,184.3,27720.15,4.32,4.485,12.19756049,80.999515,0.00618,0.002,23.38457,420.16
21.27,105.6633,0,0.14207925,3086.684425,932.3634083,16.19162066,21.19279251,5.234015628,1.160870328,341.5333581,916.953742,1593.250982,859.9014949,317.2447493,5.11,29574.42,661.46,733.89,409.44,16592.44,4.4,0.585,10.41167066,80.52694,0.00353,0.002,23.741155,420.16
19.8283,105.6311,0,0.202151111,3729.392528,971.7610943,20.89330158,4.760458541,4.232439792,2.798374704,386.2366823,916.4693625,1150.644018,579.2637265,507.0918763,8.15,79730.82,373.33,922.88,142.22,28099.84,3.6,4.29,16.29837016,81.54845,0.004215,0.001,24.339185,420.16
19.6444,105.8044,0,0.110625901,2863.248679,946.5298723,31.81534587,0.101192838,3.64220077,1.057771986,238.3026295,630.3611873,1361.853907,1854.171466,377.8196173,9.51,94983.66,431.55,1349.48,143.37,34113.97,4.5,3.705,31.04447776,78.757145,0.00454,0.00107,24.5188475,420.16
19.7267,105.8631,0,0.16291528,4388.698706,1080.038065,11.52331979,0.628204642,0.950873538,6.85957257,299.7004605,1543.19249,1809.953695,188.1707202,439.4370811,9.56,53749.05,409.55,1594.73,196.57,31809.23,4.86,5.46,10.95780844,78.757145,0.00454,0.00107,24.5188475,420.16
19.8667,105.8436,0,0.165467078,3800.28043,955.0338793,20.45179082,3.166070497,1.457364312,3.493483429,308.4816683,1490.643299,1403.78718,540.6769035,374.5060761,8.67,112546.02,323.9,1142.91,188.7,35914.52,5.31,3.315,24.14792604,81.06921,0.00437,0.001,24.3987325,420.16
19.9336,105.9181,0,0.158848992,4025.110342,1058.670021,14.89473944,1.104540499,0.553544235,1.679560137,224.2212786,1623.824041,1000.059872,236.2409608,215.4683299,4.57,36033.03,411.6,1498.45,102.54,9822.21,4.94,3.9,13.99720056,82.0762375,0.0043075,0.001,24.17998,420.16
20.0272,105.9953,0,0.128789235,4470.248464,1102.857965,31.50556545,10.92007216,3.666504143,1.227685619,174.8965247,1572.18555,1889.907413,1264.990557,378.9898082,3.76,27900.77,343.8,1225.54,148.87,13809.7,4.33,3.51,9.718056389,80.282495,0.0042525,0.00082,23.9788475,420.16
20.685,106.5497,1,0.104387623,3561.141632,905.7958486,17.89134036,1.107969338,2.252278108,4.013506213,825.7552475,1438.333102,1419.992901,573.4153909,1107.13253,15.46,103359.67,1114.28,1730.89,123.38,43142.87,4.44,5.85,31.984008,79.2157125,0.006005,0.004065,28.649845,415.205
20.6214,106.5461,1,0.315103892,3756.548007,1262.861983,14.51298091,4.158949939,0.469724751,5.99714343,613.950313,1273.270723,1432.88614,557.9252568,563.0747778,16.24,95593.06,465.09,1812.26,272.33,38374.98,4.78,4.29,27.08645677,78.920705,0.00623,0.00378,28.8012525,415.205
20.5283,106.4947,1,0.277614086,3827.341707,1128.308586,23.07616529,1.607963728,1.986162501,4.669740478,870.503892,1593.953779,1553.326414,668.5381109,695.3560918,6.99,33824.54,1041.66,720.37,137.35,15022.05,4.01,5.07,9.6,79.0133425,0.0065875,0.0034525,28.884195,415.205
20.4528,106.3861,1,0.159337185,3878.829567,1139.775112,28.80447641,2.253611182,2.493084152,3.318369423,537.4325757,1592.225564,1097.304369,484.7896794,581.811773,12.83,83411.78,467.49,1081.07,306.05,34915.63,4.25,5.46,20.2779722,77.90159,0.0062525,0.003545,28.804695,415.205
20.4081,106.4356,1,0.196543099,3692.011104,1190.445654,16.99723381,76.01033593,2.211313181,3.047906586,891.9711676,1456.482418,1351.868045,766.3122922,1061.629333,17.34,118213.15,675.16,1644.61,222.59,43996.56,4.28,8.19,32.48,77.845825,0.00658,0.0032175,28.83842,415.205
20.4358,106.4183,1,0.218977446,3880.56846,1281.820295,21.77616025,6.234106007,1.3995386,2.804385007,1051.86888,1343.092003,1336.597779,497.462879,1198.305439,14.53,81945.29,499.17,1153.63,362.33,39885.06,4.59,7.02,26.64,77.845825,0.00658,0.0032175,28.83842,415.205
20.4214,106.4736,1,0.147421655,3427.98571,1018.231438,20.83100646,6.131791862,0.483863168,1.763658725,232.4540152,955.362692,1571.146574,1042.263578,452.8263976,14.98,101112.99,368.18,1329.15,394.56,42641.35,4.53,6.435,21.93122751,79.120425,0.0067075,0.003185,28.8765025,415.205
20.3586,106.5447,1,0.221679296,3866.956037,946.5866468,24.70845189,1.741341523,0.820832324,3.053742536,340.4753068,1468.327939,1262.227711,360.1049772,492.6029292,17.17,114641.97,473.53,1093.21,390.54,45001.86,5.24,7.215,43.86683995,79.120425,0.0067075,0.003185,28.8765025,415.205
20.2986,106.4794,1,0.233457596,3883.54844,1471.142007,32.64377578,67.61440813,0.72743459,5.712391336,964.6706902,1366.335443,1735.278154,283.2485636,866.2879695,26.2,93448.33,524.56,969.04,366.09,41984.55,4.9,7.41,20.20989505,79.059435,0.006785,0.0029,28.85685,415.205
